Occurrences	Hindawi (5594310)	Giga (5594256)	lemma#pos	Gloss	Answer1 - Egyptian	Answer2 - Syrian	Answer3 - Saudi Arabian	readability (rounded average)
179	84.92%	15.08%	عُلُوّ#noun	height;elevation	4	4	3	4
179	88.27%	11.73%	فَسِيح#adj	wide;ample;roomy	3	3	2	3
179	83.80%	16.20%	قَضِيب#noun	bars#stick;bar;rod	5	4	4	4
179	18.44%	81.56%	مُشابِه#adj	similar	2	2	1	2
179	8.38%	91.62%	مَنْطِقِيّ#adj	logical	4	4	4	4
179	0.00%	100.00%	مُواصَفَة#noun	properties;characteristics#description	5	5	5	5
179	26.26%	73.74%	نَقِيب#noun	captain;staff_sergeant;first_sergeant#captains;staff_sergeants;first_sergeants	4	4	4	4
179	3.91%	96.09%	نَوْعِيّ#adj	type;characteristic;specific	5	5	4	5
179	92.18%	7.82%	آفِل#noun	passing;fading;transitory	5	5	5	5
179	96.09%	3.91%	أَسْكَت#verb	silence;mute;muzzle#be_silenced;be_muted;be_muzzled	3	3	2	3
179	96.09%	3.91%	ٱِسْتَحْسَن#verb	approve;know_well#be_approved;be_well_know	4	3	3	3
179	91.62%	8.38%	سُرّ#noun	umbilical_cord#umbilical_cords	5	5	5	5
179	84.92%	15.08%	شاع#verb	circulate;be_propagated	4	4	4	4
179	69.27%	30.73%	صَكّ#noun	deed;document#deeds;documents	5	4	4	4
179	91.62%	8.38%	عَبَأ#verb	care_about;be_concerned_about	5	4	4	4
179	86.03%	13.97%	عَجِيبَة#noun	wonders;prodigies;oddities#marvel;prodigy	4	4	3	4
179	91.62%	8.38%	كاذِب#noun	liar;lying	2	1	1	1
178	5.62%	94.38%	إِبْرام#noun	ratification;conclusion	4	4	5	4
178	8.99%	91.01%	تَنَوُّع#noun	variety;diversity	3	3	2	3
178	74.72%	25.28%	جافّ#adj	dry	3	2	2	2
178	61.24%	38.76%	ساعِي#noun	messenger;delivery_boy;slanderer	3	2	2	2
178	83.71%	16.29%	كَمال#noun	perfection;completeness;conclusion	3	2	3	3
178	16.29%	83.71%	مُلائِم#adj	suitable;appropriate	3	2	3	3
178	90.45%	9.55%	أَمْعَن#verb	be_assiduous;be_eager;look_closely	4	3	4	4
178	78.65%	21.35%	أَمِيرال#noun	admiral	5	5	5	5
178	0.56%	99.44%	تَأَهُّل#noun	qualification;suitability;competency	2	3	3	3
178	2.81%	97.19%	خِتامِيّ#adj	concluding;final	4	4	3	4
178	57.87%	42.13%	شَطْر#noun	bisecting#portions	4	3	4	4
178	0.56%	99.44%	مُرَشَّح#adj	nominated;selected	4	3	4	4
178	68.54%	31.46%	مُطِلّ#adj	overlooking;facing	3	2	2	2
178	90.45%	9.55%	نازِل#noun	staying;lodged	4	4	5	4
177	87.01%	12.99%	أَذْكَر#verb	remind	5	5	4	5
177	63.84%	36.16%	أُمُومَة#noun	maternity	2	1	2	2
177	23.73%	76.27%	ٱِنْهار#verb	be_demolished;collapse	2	2	2	2
177	81.36%	18.64%	تَرَف#noun	wealth;luxury;affluence	4	3	3	3
177	91.53%	8.47%	جَلَب#noun	clamor	5	4	5	5
177	90.96%	9.04%	سامَح#verb	forgive;pardon;treat_kindly	1	1	1	1
177	43.50%	56.50%	صِفْر#noun	zero	1	1	1	1
177	88.70%	11.30%	ضَباب#noun	fog;vapor	2	1	1	1
177	50.85%	49.15%	غَنَم#noun	sheep;goat;goats#sheep;goats	2	1	1	1
177	57.06%	42.94%	مَنْفَعَة#noun	benefit;advantage#facilities;benefits	3	3	2	3
177	23.16%	76.84%	نَظافَة#noun	cleanliness;cleaning	1	1	1	1
177	47.46%	52.54%	وَتَر#noun	strings;tendons;cords#string;tendon;cord	4	3	4	4
177	58.76%	41.24%	أَفْصَح#verb	express_clearly;make_plain#be_expressed_clearly;be_made_plain	3	4	3	3
177	89.83%	10.17%	أَمْيَل#adj_comp	more/most_inclined;more/most_in_favor	5	5	4	5
177	35.59%	64.41%	حاكَم#verb	prosecute;arraign#be_prosecuted;be_arraigned	4	4	3	4
177	94.35%	5.65%	حَشاً#noun	intestines;bowels;interior	5	5	5	5
177	78.53%	21.47%	حُلَّة#noun	suit_of_clothes#clothing	4	4	4	4
177	63.84%	36.16%	وَفِيّ#adj	faithful;complete	4	3	4	4
176	50.00%	50.00%	ٱِتِّساع#noun	expansion;extension	3	3	2	3
176	81.82%	18.18%	ٱِسْتَخْرَج#verb	extract;derive;conclude	3	3	2	3
176	10.23%	89.77%	إِحْداث#noun	effectuation;implementation	4	5	4	4
176	3.98%	96.02%	تَرْوِيج#noun	furtherance;promotion;distribution;marketing	4	4	4	4
176	71.02%	28.98%	جَرّ#noun	pulling	2	3	2	2
176	66.48%	33.52%	دُبّ#noun	bear	1	1	1	1
176	73.86%	26.14%	سائِل#noun	questioner;petitioner#fluids;liquids	1	2	1	1
176	80.68%	19.32%	غُراب#noun	crow	2	1	2	2
176	43.75%	56.25%	فائِق#adj	boundless;exceeding#outstanding;excellent	4	3	4	4
176	3.41%	96.59%	مَبْدَئِيّ#adj	fundamental;basic	5	5	4	5
176	88.07%	11.93%	أَخْجَل#verb	embarrass	2	1	1	1
176	18.18%	81.82%	ٱِغْتال#verb	be_assassinated;be_murdered#assassinate;murder	4	4	3	4
176	90.34%	9.66%	بائِس#noun	dejected;miserable	4	3	4	4
176	41.48%	58.52%	جَنْي#noun	harvest	3	4	4	4
176	84.66%	15.34%	حَرّان#noun	thirsty;passionate	5	5	5	5
176	76.70%	23.30%	رَكّ#verb	entrust#be_weak;be_poor	5	5	5	5
176	97.16%	2.84%	رَكَع#verb	kneel;bow	1	1	1	1
176	56.82%	43.18%	عَزا#verb	ascribe;blame#be_ascribed;be_blamed	5	5	5	5
176	21.59%	78.41%	قَناعَة#noun	satisfaction;moderation	3	3	2	3
176	10.23%	89.77%	مُرَجِّح#noun	deciding	5	4	5	5
175	10.86%	89.14%	تَوافَر#verb	be_available	3	4	3	3
175	70.29%	29.71%	حِضْن#noun	bosom;arms	1	1	1	1
175	25.71%	74.29%	طَمَح#verb	covet;desire	3	3	2	3
175	64.57%	35.43%	طَيْف#noun	spectrum_(light)#apparitions	4	3	4	4
175	94.29%	5.71%	عَضّ#verb	bite	1	1	1	1
175	68.57%	31.43%	قُطْر#noun	regions;countries#region;district	3	2	3	3
175	1.14%	98.86%	مُؤَهَّل#adj	qualified;competent;certified	5	4	4	4
175	69.14%	30.86%	مَرارَة#noun	bitterness	2	3	3	3
175	1.71%	98.29%	مِشْوار#noun	cycle;stroke	1	1	2	1
175	50.29%	49.71%	مَغْزَى#noun	significance;meaning#significance;meanings	4	3	4	4
175	70.29%	29.71%	أَفْلَح#verb	succeed;prosper;thrive	3	2	2	2
175	27.43%	72.57%	ٱِحْتَضَن#verb	embrace;carry	3	2	2	2
175	65.71%	34.29%	ٱِنْتاب#verb	afflict;happen	4	4	3	4
175	11.43%	88.57%	تَسَلُّل#noun	infiltration	4	3	3	3
175	12.00%	88.00%	زَوَّى#verb	retire;go_into_seclusion	5	5	5	5
175	93.14%	6.86%	كُرْه#noun	hatred;loathing	2	1	1	1
175	90.29%	9.71%	مُبْتَسِم#noun	smiling	2	1	1	1
175	28.00%	72.00%	مُجْتَمِع#noun	participant;assemblage	5	5	4	5
175	66.86%	33.14%	مَهْد#noun	cradle	5	4	5	5
175	46.29%	53.71%	يَتِيم#adj	orphan;unique#orphans;unique	3	3	2	3
174	65.52%	34.48%	ٱِسْتِسْلام#noun	surrender;capitulation;resignation	2	1	2	2
174	0.57%	99.43%	إِجْرامِيّ#adj	criminal;delinquent	3	2	2	2
174	45.40%	54.60%	إِنْجِيل#noun	gospel	3	2	3	3
174	15.52%	84.48%	تَثْبِيت#noun	substantiation;stabilization	3	4	3	3
174	71.84%	28.16%	مُلازِم#noun	lieutenant	4	4	4	4
174	76.44%	23.56%	أَرْبَعُون#adj_num	forty;fortieth	1	2	1	1
174	81.61%	18.39%	بَشَر#verb	rejoice#peel;scrape	2	3	2	2
174	17.24%	82.76%	تَفَوُّق#noun	superiority;supremacy;excellence	1	1	2	1
174	96.55%	3.45%	تَلَأْلَأ#verb	shine;sparkle	3	2	2	2
174	22.41%	77.59%	مُصَمِّم#adj	determined;resolute	2	3	3	3
174	92.53%	7.47%	مَضْجَع#noun	couches;beds#couch;bed	5	4	4	4
174	25.29%	74.71%	مَطْلُوب#noun	required;necessary;demanded;wanted#liabilities;debts	1	1	1	1
174	23.56%	76.44%	مُمَثِّل#adj	representing	4	4	3	4
174	8.05%	91.95%	وَتِيرَة#noun	method;approach;manner;style	5	4	4	4
173	46.24%	53.76%	أَجاد#verb	be_proficient_at;do_well	3	2	2	2
173	98.27%	1.73%	ٱِبْتاع#verb	purchase	3	2	2	2
173	2.31%	97.69%	ٱِحْتِفالِيّ#adj	ceremonial;festive	2	3	2	2
173	9.25%	90.75%	ٱِسْتِعْمار#noun	colonialism	3	2	3	3
173	22.54%	77.46%	إِفْلاس#noun	bankruptcy;insolvency	4	3	3	3
173	39.88%	60.12%	خُصُوصِيّ#adj	private;personal;special	1	2	2	2
173	20.23%	79.77%	دائِر#adj	current;running	3	4	4	4
173	50.87%	49.13%	قِرْش#noun	piaster	1	1	1	1
173	31.79%	68.21%	لَيْلِيّ#adj	evening;nightly;nocturnal	3	2	2	2
173	17.92%	82.08%	مُبْدِع#noun	innovator;creative	3	2	2	2
173	84.97%	15.03%	نَعْمَة#noun	comfort;pleasure	5	5	4	5
173	68.79%	31.21%	ٱِسْتَغْنَى#verb	dispense_with;manage_without#be_dispensed_with;manage_without	2	3	3	3
173	95.38%	4.62%	حَذِر#verb	be_cautious;beware	4	4	3	4
173	89.60%	10.40%	داعَب#verb	play;caress;fondle	3	3	2	3
173	13.87%	86.13%	عادَل#verb	be_equal;make_equal;tie_(sports)	4	4	3	4
173	45.09%	54.91%	قَدِم#verb	arrive;come;advance	2	1	1	1
173	88.44%	11.56%	مَأْمَن#noun	shelter;refuge	4	4	3	4
173	91.91%	8.09%	نَصَر#verb	assist;render_victorious;deliver	4	4	4	4
173	87.28%	12.72%	نَعْل#noun	sole;sandals#soles;sandals	1	2	1	1
173	45.09%	54.91%	وَدِيعَة#noun	deposit;trust;charge#deposits;trusts;charges	5	4	5	5
172	42.44%	57.56%	أَصْعَب#adj_comp	more/most_difficult;harder/hardest;more/most_arduous	1	1	1	1
172	31.40%	68.60%	ٱِسْتِشارَة#noun	consultations#consultation	2	3	3	3
172	31.40%	68.60%	ٱِغْتِصاب#noun	rape;usurpation	4	4	3	4
172	17.44%	82.56%	إِبادَة#noun	extermination;annihilation	4	4	4	4
172	0.58%	99.42%	تَدْعِيم#noun	support;strengthening	4	4	3	4
172	13.37%	86.63%	تَمْرِين#noun	exercise;practice;training#drills;maneuvers;exercises#exercises;practice;training	1	1	1	1
172	16.28%	83.72%	تَوَّج#verb	crown#be_crowned	3	2	3	3
172	92.44%	7.56%	جُبْن#noun	cowardice	3	3	2	3
172	44.19%	55.81%	جِنازَة#noun	funeral	1	1	1	1
172	11.05%	88.95%	دَبّابَة#noun	tanks#tank	1	1	2	1
172	52.91%	47.09%	دِيك#noun	cocks;roosters#cock;rooster	1	1	1	1
172	15.12%	84.88%	شَحْنَة#noun	freight;cargo;charge#freight;cargos;charges	4	5	4	4
172	22.09%	77.91%	عائِق#noun	obstacles;impediments#obstacle;impediment	4	4	3	4
172	29.07%	70.93%	مَرَّر#verb	let_pass_through;make_bitter	3	2	3	3
172	60.47%	39.53%	أَضْعَف#verb	weaken	3	3	2	3
172	98.26%	1.74%	ٱِصْفَرّ#verb	turn_yellow;become_pale	1	2	2	2
172	51.16%	48.84%	حائِل#noun	obstacles;partitions#obstacle;partition	4	4	3	4
172	100.00%	0.00%	حَمْلَق#verb	stare;gaze	4	4	3	4
172	95.35%	4.65%	دابَّة#noun	riding_animals#riding_animal	3	3	4	3
172	93.60%	6.40%	ذاب#verb	be_dissolved;be_melted;dwindle	1	1	1	1
172	38.95%	61.05%	سُرعانَ#verb	soon	5	5	4	5
172	94.77%	5.23%	فاتِن#noun	tempting;charming	4	3	3	3
172	98.84%	1.16%	مُزاحِم#noun	competitor;rival	5	5	4	5
172	17.44%	82.56%	مُطَّلِع#adj	well-informed	4	4	4	4
172	45.93%	54.07%	مُعاوِن#noun	helper;supporter	3	2	2	2
172	98.26%	1.74%	وَهِم#verb	be_deluded	5	4	4	4
171	78.36%	21.64%	أَسِف#verb	be_sorry;regret	3	3	2	3
171	65.50%	34.50%	ٱِخْتَصّ#verb	dedicate;be_distinguished	4	4	3	4
171	7.02%	92.98%	تَطَوَّر#verb	develop;advance	2	3	3	3
171	3.51%	96.49%	تَلَوُّث#noun	pollution;contamination	2	2	2	2
171	53.80%	46.20%	خَيالِيّ#adj	imaginary;fantastic;fictitious	1	2	1	1
171	84.80%	15.20%	دَخَّن#verb	smoke;fumigate#be_smoked;be_fumigated	1	1	1	1
171	87.72%	12.28%	سَكْران#noun	intoxicated#intoxicated;drunkards	2	1	2	2
171	22.81%	77.19%	عَطَّل#verb	hinder;interrupt;obstruct	3	3	2	3
171	9.94%	90.06%	مُؤَيِّد#noun	supporter;partisan	4	3	4	4
171	28.65%	71.35%	مُزْدَوِج#adj	double;dual	4	4	3	4
171	29.24%	70.76%	مُفَتِّش#noun	inspector;supervisor	3	2	3	3
171	81.29%	18.71%	مِيعاد#noun	promise	4	3	3	3
171	1.17%	98.83%	أَرْش#noun	indemnity;blood_money#indemnities;blood_money	5	5	5	5
171	98.83%	1.17%	أَوْجَس#verb	worry;sense;feel#be_felt	4	5	4	4
171	78.36%	21.64%	تَقَرُّب#noun	approach;approximation	4	4	3	4
171	68.42%	31.58%	تَنازَل#verb	surrender;waive;forego	4	4	3	4
171	8.77%	91.23%	زَعْزَعَة#noun	convulsion;shock;concussion#convulsions;shocks;concussions	4	4	4	4
171	65.50%	34.50%	سُبْحان#noun	praise	1	1	1	1
171	71.93%	28.07%	صِيت#noun	renown;reputation	4	3	4	4
171	95.91%	4.09%	عَيْشَة#noun	life;existence	3	2	3	3
171	85.38%	14.62%	لَفّ#noun	winding;wrapping;turning#wraps	1	1	1	1
171	49.71%	50.29%	مُتَّجِه#noun	directed;aimed	3	2	3	3
171	45.03%	54.97%	نائِي#adj	remote;distant;secluded	4	3	4	4
171	4.09%	95.91%	نَجّام#noun	astrologer	5	4	4	4
170	65.88%	34.12%	أَسْهَل#adj_comp	easier/easiest	1	1	1	1
170	20.59%	79.41%	ٱِسْتَقال#verb	resign	4	4	3	4
170	38.24%	61.76%	ٱِعْتِدال#noun	moderateness;evenness	3	4	3	3
170	29.41%	70.59%	راقِي#adj	ascending;advanced	3	3	3	3
170	37.65%	62.35%	عِيادَة#noun	clinic;outpatient_clinic#clinics;outpatient_clinics	1	1	1	1
170	37.06%	62.94%	مِنَصَّة#noun	platform;podium#platforms;podiums	5	4	4	4
170	65.29%	34.71%	مِيراث#noun	inheritance;heritage	4	3	4	4
170	91.18%	8.82%	آذَن#verb	announce;warn	4	4	3	4
170	97.65%	2.35%	ٱِسْتَرْسَل#verb	be_unrestrained;be_uninhibited	5	4	5	5
170	88.24%	11.76%	ٱِكْتِراث#noun	concern;attention;heed	4	3	3	3
170	99.41%	0.59%	حاذَر#verb	watch_out;be_careful	3	3	2	3
170	85.88%	14.12%	شَغَف#noun	passion;zeal;infatuation	4	3	4	4
170	60.00%	40.00%	شَمْل#noun	members;union;inclusion	4	3	3	3
170	84.71%	15.29%	غَسَل#verb	wash;clean	1	1	1	1
170	72.35%	27.65%	كَرَم#noun	generosity;munificence	4	3	3	3
170	83.53%	16.47%	لَتّ#verb	crush;pound	5	5	5	5
169	85.80%	14.20%	ٱِتَّقَى#verb	beware;be_on_guard	4	3	3	3
169	80.47%	19.53%	ٱِلْتِفات#noun	turning;attention	3	3	2	3
169	4.73%	95.27%	تَأَهَّل#verb	be_qualified;merit	2	3	3	3
169	89.94%	10.06%	جَهَنَّم#noun	hell;Hell	2	1	1	1
169	79.88%	20.12%	داخِل#adj	entering	1	2	1	1
169	66.27%	33.73%	رَبِح#verb	gain;profit	2	1	1	1
169	53.85%	46.15%	سَكَّن#verb	calm;placate	3	4	3	3
169	79.88%	20.12%	مَأْلُوف#adj	familiar;usual;customary	3	2	3	3
169	75.15%	24.85%	مَرْحُوم#adj	deceased;late	3	2	2	2
169	52.07%	47.93%	واقِعَة#noun	incident	4	3	3	3
169	13.61%	86.39%	أَنَبَة#noun	eggplant	5	5	5	5
169	98.82%	1.18%	ٱِحْتَقَر#verb	despise	2	2	1	2
169	94.67%	5.33%	ٱِنْطَفَأ#verb	die_out;be_extinguished	2	2	2	2
169	95.86%	4.14%	بَسَط#verb	spread;extend	4	4	4	4
169	4.14%	95.86%	بَيانِيّ#adj	explanatory;declarative	4	4	3	4
169	37.87%	62.13%	تَعَلُّم#noun	learning;study	1	1	1	1
169	82.25%	17.75%	حَرَس#verb	safeguard;supervise	3	2	2	2
169	89.35%	10.65%	دَبّ#verb	crawl;advance;spread	3	4	4	4
169	37.87%	62.13%	عابِر#adj	passing_(by);traversing	4	4	3	4
169	97.04%	2.96%	فاه#verb	pronounce;utter;voice	5	4	5	5
169	79.29%	20.71%	مَأْلُوف#noun	familiar;usual;customary	5	5	4	5
169	6.51%	93.49%	مُتَوَجِّه#adj	going_towards;turning_towards;facing	3	2	2	2
169	90.53%	9.47%	مَرِح#noun	cheerful;merry	3	2	2	2
168	17.86%	82.14%	أَغْلَب#adj_comp	stronger;strongest	5	5	5	5
168	83.93%	16.07%	باطِل#noun	falsehood	4	3	3	3
168	20.83%	79.17%	تَحْرِيك#noun	making_move;stimulating;activating	1	1	2	1
168	27.38%	72.62%	تَحْصِيل#noun	summary;acquisition	3	4	4	4
168	50.00%	50.00%	زِحام#noun	crowded;traffic_jam	1	2	1	1
168	88.69%	11.31%	لَذِيذ#adj	pleasant;delicious#pleasant;delightful	1	1	1	1
168	17.26%	82.74%	مَرْسَم#noun	regulations;protocol#studio	4	4	5	4
168	39.29%	60.71%	مُسَمَّى#adj	called;named	3	2	2	2
168	13.10%	86.90%	مُطالِب#noun	claimant	4	5	4	4
168	68.45%	31.55%	وَكَى#verb	tie_up#be_tied_up	5	5	5	5
168	72.62%	27.38%	أَرْدَف#verb	complement;add	3	4	4	4
168	62.50%	37.50%	أَعْدَم#verb	deprive;execute#be_executed;be_deprived	3	2	3	3
168	100.00%	0.00%	تَنَهُّد#noun	sighing	4	4	3	4
168	75.00%	25.00%	صَحْن#noun	bowl;plate#bowls;plates	1	1	1	1
168	51.19%	48.81%	عُمْرِيّ#adj	age-related;age-based;age-group	3	3	2	3
168	68.45%	31.55%	مُحاط#adj	surrounded	3	2	2	2
168	9.52%	90.48%	مُفَوَّض#noun	delegate;authorized_agent	5	5	5	5
168	31.55%	68.45%	مُوَكِّل#noun	mandator;legal_client	4	4	4	4
168	51.19%	48.81%	نَدِيّ#adj	moist;damp;generous	5	4	4	4
167	2.99%	97.01%	ٱِسْتِهْداف#noun	targeting;aiming_at	4	3	4	4
167	95.21%	4.79%	بان#verb	appear;be_evident	1	2	2	2
167	1.20%	98.80%	تَخَصُّص#noun	specialization;major_field	4	4	3	4
167	8.98%	91.02%	تَوَفَّر#verb	be_available	3	3	2	3
167	5.99%	94.01%	تَوْلِيد#noun	production;generation	3	4	3	3
167	49.10%	50.90%	ثَراء#noun	wealth;abundance	3	3	2	3
167	92.81%	7.19%	سَبَّح#verb	glorify;praise	4	3	3	3
167	88.62%	11.38%	ضُحَى#noun	forenoon	3	3	3	3
167	37.13%	62.87%	عَصْرِيّ#adj	modern;contemporary	4	3	4	4
167	67.07%	32.93%	كَفْر#noun	small_village;hamlet	4	5	5	5
167	20.96%	79.04%	مَنْظُور#noun	perspective;angle;point_of_view#perspectives;angles;points_of_view	4	5	5	5
167	97.60%	2.40%	أَرْخَى#verb	loosen;lower	4	3	3	3
167	2.99%	97.01%	تَباطُؤ#noun	delay;slowness	4	4	3	4
167	91.62%	8.38%	خَيالَة#noun	spirit;phantom	5	5	5	5
167	56.89%	43.11%	ضِفاف#noun	banks;shores	4	3	4	4
167	79.64%	20.36%	مُتَقَطِّع#adj	disrupted;discontinuous	4	3	3	3
167	31.74%	68.26%	مُرْضِي#adj	satisfactory;pleasing;sufficient	3	3	2	3
167	98.20%	1.80%	نَدِب#verb	form_a_scar;cicatrize	5	5	4	5
166	69.28%	30.72%	أَذاع#verb	broadcast;propagate#be_broadcast;be_propagated	3	2	2	2
166	0.00%	100.00%	إِنْتاجِيّ#adj	production;productive	4	4	3	4
166	35.54%	64.46%	تَآمُر#noun	conspiracy	4	4	4	4
166	73.49%	26.51%	حَمْد#noun	commendation;praise	1	2	2	2
166	92.17%	7.83%	ضَجَر#noun	irritation;dissatisfaction	3	2	2	2
166	12.05%	87.95%	مَلَكِيّ#noun	royalty;monarchy	1	2	2	2
166	66.87%	33.13%	مُلَوَّن#adj	colored;multicolored;kaleidoscopic	1	1	1	1
166	31.93%	68.07%	مَنْفَذ#noun	exits;openings#exit;opening	4	4	3	4
166	56.63%	43.37%	مُوافِق#adj	agreeing;consenting;corresponding_to	1	1	1	1
166	22.29%	77.71%	نافَس#verb	compete_with	2	1	2	2
166	72.89%	27.11%	هاوِيَة#noun	crevasse;precipice	4	4	5	4
166	42.17%	57.83%	ٱِرْتَقَى#verb	ascend;increase;rise	3	3	2	3
166	92.77%	7.23%	ٱِسْتَوَى#verb	be_equivalent;be_even#be_made_equivalent;be_made_even	4	4	3	4
166	3.01%	96.99%	إِدْلاء#noun	delivery;presentation;granting	4	4	5	4
166	78.31%	21.69%	حَبَك#verb	weave;tighten#be_woven;be_tightened	3	3	4	3
165	32.12%	67.88%	ٱِسْتَشْهَد#verb	quote#be_martyred;die_in_battle	2	1	2	2
165	68.48%	31.52%	ٱِصْطَحَب#verb	accompany;escort	3	3	3	3
165	21.82%	78.18%	حِزام#noun	belt;cordon#belts;cordons	1	1	1	1
165	0.00%	100.00%	عَوْلَمَة#noun	globalization	5	4	5	5
165	89.09%	10.91%	قائِل#noun	sayer;person_who_says	2	2	1	2
165	58.18%	41.82%	قُماش#noun	fabrics;cloth#fabric;cloth	1	1	1	1
165	29.09%	70.91%	مُنْتَظِم#adj	regular;orderly;systematic	4	3	4	4
165	54.55%	45.45%	وَفْر#noun	abundance	4	3	3	3
165	72.12%	27.88%	أَقْلَع#verb	take_off	3	2	2	2
165	97.58%	2.42%	إِجْلال#noun	reverence	4	3	3	3
165	76.36%	23.64%	رُخام#noun	marble	2	3	3	3
164	94.51%	5.49%	أَحَقّ#adj_comp	worthier/worthiest;more/most_right	3	3	2	3
164	40.24%	59.76%	ٱِجْتِهاد#noun	effort;independent_thinking;reinterpretation_of_the_Koran_(in_light_of_changing_circumstances)	2	1	2	2
164	37.80%	62.20%	ٱِشْتَمَل#verb	include;contain;comprise	3	3	2	3
164	17.07%	82.93%	حَجْز#noun	detention;reservation;confiscation	3	4	3	3
164	15.85%	84.15%	مَدْرَسِيّ#adj	scholastic;school	1	1	1	1
164	59.15%	40.85%	يَتِيم#noun	orphan;unique#orphans;unique	3	3	2	3
164	95.12%	4.88%	تَقَلَّب#verb	turn_around;be_reversed;be_inverted	3	3	2	3
164	63.41%	36.59%	زاهِي#adj	resplendent;magnificent	3	3	4	3
164	50.61%	49.39%	عِبْرَة#noun	admonition;lesson#admonitions;lessons	4	3	3	3
164	87.80%	12.20%	فَجّ#noun	roads#road#unripe;bitter	5	5	5	5
164	14.02%	85.98%	مُرافِق#adj	accompaning;attached	4	4	3	4
164	52.44%	47.56%	مُضارِب#noun	speculators	5	5	5	5
164	10.37%	89.63%	مُنْتَهِي#adj	finished;expired	2	1	2	2
163	26.38%	73.62%	أَمْثَل#noun	exemplary;ideal	4	4	3	4
163	9.82%	90.18%	ٱِخْتِراق#noun	incursion;penetration;crossing#incursions;penetrations;crossings	4	4	3	4
163	10.43%	89.57%	تَسْدِيد#noun	payment;paying;settle;pay_off_(debt)	3	4	3	3
163	0.00%	100.00%	حَرارِيّ#adj	thermal;caloric	4	5	4	4
163	22.09%	77.91%	خَرُوف#noun	sheep;lamb#sheep	1	1	1	1
163	15.34%	84.66%	زِلْزال#noun	earthquake	1	2	1	1
163	84.05%	15.95%	مَشِيئ#noun	wish;desire;volition	4	4	3	4
163	61.35%	38.65%	مِيل#noun	mile	4	3	4	4
163	63.80%	36.20%	نَبْرَة#noun	accentuation;intonation#accentuations;intonations	5	4	5	5
163	87.12%	12.88%	ٱِجْتَذَب#verb	attract;allure	4	3	4	4
163	71.17%	28.83%	ٱِقْتَرَن#verb	be_married;be_interlinked	4	5	4	4
163	79.14%	20.86%	بَدَّد#verb	squander;disperse	4	4	4	4
163	23.31%	76.69%	تَبَقَّى#verb	remain;stay	3	3	2	3
163	7.36%	92.64%	دَوْم#noun	continuance;permanence	4	4	4	4
163	25.77%	74.23%	رَمادِيّ#adj	ashen;ash-colored;gray;taupe	1	1	2	1
163	78.53%	21.47%	سَتَّر#verb	cover;hide	4	3	3	3
163	96.93%	3.07%	صِباً#noun	youth;childhood	4	4	5	4
163	92.02%	7.98%	صَحا#verb	wake_up;regain_consciousness	1	1	1	1
163	35.58%	64.42%	ضَمانَة#noun	guarantee;security;insurance	5	4	4	4
163	66.26%	33.74%	طائِر#adj	flying;airborne	1	2	1	1
163	78.53%	21.47%	عَزّ#verb	be_strong;be_dear	4	4	3	4
163	98.77%	1.23%	قَلَنْسُوَة#noun	hood;cap#hoods;caps	5	5	4	5
163	65.03%	34.97%	قَوام#noun	upright_posture;proper_condition	5	4	4	4
163	14.11%	85.89%	مِشّ#noun	whey	1	5	5	4
163	96.32%	3.68%	هَوِي#verb	love;like	5	4	4	4
162	43.83%	56.17%	أَيْمَن#adj	right;right_hand;lucky	1	1	2	1
162	59.26%	40.74%	بَرْهَن#verb	prove;demonstrate	4	3	3	3
162	20.37%	79.63%	بِنايَة#noun	building;structure	2	1	2	2
162	74.69%	25.31%	بِيانُو#noun	piano#pipe;tube	1	1	2	1
162	82.10%	17.90%	خالِق#noun	creator	1	2	1	1
162	93.21%	6.79%	ساحِر#noun	sorcerer;magician	1	1	1	1
162	88.89%	11.11%	مَجْنُون#adj	crazy;insane;mad	1	1	1	1
162	33.33%	66.67%	مُقْتَضَى#noun	requirements;exigencies#requirement;exigency	5	5	5	5
162	51.85%	48.15%	ناهِيكَ#verb	not_to_mention	5	4	4	4
162	81.48%	18.52%	وافِر#adj	ample;abundant;abounding_in	4	3	4	4
162	67.28%	32.72%	آنِيّ#adj	actual;present;simultaneous	5	4	5	5
162	98.77%	1.23%	أَه#interj	ah!;ouch!	1	1	1	1
162	99.38%	0.62%	ٱِنْهَدّ#verb	collapse;be_demolished	1	2	2	2
